NewID,OriginalID,Goodsample,Cutoffmanual,gap_manual,species,donor,0h read 1,0h read2,2h read1,2h read2,8h read1,8h read2
StrainAtlasProphage_126,BP-2_FSA-147_E01,1,,,Clostridium_paraputrificum,H103,BP3_1_FSA-147-0h_E01_R1_001.fastq.gz,BP3_1_FSA-147-0h_E01_R2_001.fastq.gz,BP3_1_FSA-147-2h_E01_R1_001.fastq.gz,BP3_1_FSA-147-2h_E01_R2_001.fastq.gz,BP3_1_FSA-147-8h_E01_R1_001.fastq.gz,BP3_1_FSA-147-8h_E01_R2_001.fastq.gz
StrainAtlasProphage_127,BP-2_FSA-147_E02,1,,,Desulfovibrio_sp900243745,H103,BP3_1_FSA-147-0h_E02_R1_001.fastq.gz,BP3_1_FSA-147-0h_E02_R2_001.fastq.gz,BP3_1_FSA-147-2h_E02_R1_001.fastq.gz,BP3_1_FSA-147-2h_E02_R2_001.fastq.gz,BP3_1_FSA-147-8h_E02_R1_001.fastq.gz,BP3_1_FSA-147-8h_E02_R2_001.fastq.gz
StrainAtlasProphage_128,BP-2_FSA-147_E03,1,,,Collinsella_aerofaciens_P,H104,BP3_1_FSA-147-0h_E03_R1_001.fastq.gz,BP3_1_FSA-147-0h_E03_R2_001.fastq.gz,BP3_1_FSA-147-2h_E03_R1_001.fastq.gz,BP3_1_FSA-147-2h_E03_R2_001.fastq.gz,BP3_1_FSA-147-8h_E03_R1_001.fastq.gz,BP3_1_FSA-147-8h_E03_R2_001.fastq.gz
StrainAtlasProphage_129,BP-2_FSA-147_E04,1,,,Collinsella_aerofaciens_P,H104,BP3_1_FSA-147-0h_E04_R1_001.fastq.gz,BP3_1_FSA-147-0h_E04_R2_001.fastq.gz,BP3_1_FSA-147-2h_E04_R1_001.fastq.gz,BP3_1_FSA-147-2h_E04_R2_001.fastq.gz,BP3_1_FSA-147-8h_E04_R1_001.fastq.gz,BP3_1_FSA-147-8h_E04_R2_001.fastq.gz
StrainAtlasProphage_130,BP-2_FSA-147_E06,1,,,Collinsella_aerofaciens_A,H105,BP3_1_FSA-147-0h_E06_R1_001.fastq.gz,BP3_1_FSA-147-0h_E06_R2_001.fastq.gz,BP3_1_FSA-147-2h_E06_R1_001.fastq.gz,BP3_1_FSA-147-2h_E06_R2_001.fastq.gz,BP3_1_FSA-147-8h_E06_R1_001.fastq.gz,BP3_1_FSA-147-8h_E06_R2_001.fastq.gz
StrainAtlasProphage_131,BP-2_FSA-147_E07,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_E07_R1_001.fastq.gz,BP3_1_FSA-147-0h_E07_R2_001.fastq.gz,BP3_1_FSA-147-2h_E07_R1_001.fastq.gz,BP3_1_FSA-147-2h_E07_R2_001.fastq.gz,BP3_1_FSA-147-8h_E07_R1_001.fastq.gz,BP3_1_FSA-147-8h_E07_R2_001.fastq.gz
StrainAtlasProphage_132,BP-2_FSA-147_E08,1,,,Bifidobacterium_longum,H101,BP3_1_FSA-147-0h_E08_R1_001.fastq.gz,BP3_1_FSA-147-0h_E08_R2_001.fastq.gz,BP3_1_FSA-147-2h_E08_R1_001.fastq.gz,BP3_1_FSA-147-2h_E08_R2_001.fastq.gz,BP3_1_FSA-147-8h_E08_R1_001.fastq.gz,BP3_1_FSA-147-8h_E08_R2_001.fastq.gz
StrainAtlasProphage_133,BP-2_FSA-147_E09,1,,,Streptococcus_parasanguinis_E,H102,BP3_1_FSA-147-0h_E09_R1_001.fastq.gz,BP3_1_FSA-147-0h_E09_R2_001.fastq.gz,BP3_1_FSA-147-2h_E09_R1_001.fastq.gz,BP3_1_FSA-147-2h_E09_R2_001.fastq.gz,BP3_1_FSA-147-8h_E09_R1_001.fastq.gz,BP3_1_FSA-147-8h_E09_R2_001.fastq.gz
StrainAtlasProphage_134,BP-2_FSA-147_E10,1,,,Mediterraneibacter_faecis,H102,BP3_1_FSA-147-0h_E10_R1_001.fastq.gz,BP3_1_FSA-147-0h_E10_R2_001.fastq.gz,BP3_1_FSA-147-2h_E10_R1_001.fastq.gz,BP3_1_FSA-147-2h_E10_R2_001.fastq.gz,BP3_1_FSA-147-8h_E10_R1_001.fastq.gz,BP3_1_FSA-147-8h_E10_R2_001.fastq.gz
StrainAtlasProphage_135,BP-2_FSA-147_E11,1,,,Bifidobacterium_adolescentis,H26,BP3_1_FSA-147-0h_E11_R1_001.fastq.gz,BP3_1_FSA-147-0h_E11_R2_001.fastq.gz,BP3_1_FSA-147-2h_E11_R1_001.fastq.gz,BP3_1_FSA-147-2h_E11_R2_001.fastq.gz,BP3_1_FSA-147-8h_E11_R1_001.fastq.gz,BP3_1_FSA-147-8h_E11_R2_001.fastq.gz
StrainAtlasProphage_136,BP-2_FSA-147_E12,1,,,Bifidobacterium_longum,H26,BP3_1_FSA-147-0h_E12_R1_001.fastq.gz,BP3_1_FSA-147-0h_E12_R2_001.fastq.gz,BP3_1_FSA-147-2h_E12_R1_001.fastq.gz,BP3_1_FSA-147-2h_E12_R2_001.fastq.gz,BP3_1_FSA-147-8h_E12_R1_001.fastq.gz,BP3_1_FSA-147-8h_E12_R2_001.fastq.gz
StrainAtlasProphage_137,BP-2_FSA-147_F01,1,,,Collinsella_sp900542555,H103,BP3_1_FSA-147-0h_F01_R1_001.fastq.gz,BP3_1_FSA-147-0h_F01_R2_001.fastq.gz,BP3_1_FSA-147-2h_F01_R1_001.fastq.gz,BP3_1_FSA-147-2h_F01_R2_001.fastq.gz,BP3_1_FSA-147-8h_F01_R1_001.fastq.gz,BP3_1_FSA-147-8h_F01_R2_001.fastq.gz
StrainAtlasProphage_138,BP-2_FSA-147_F02,1,,,Collinsella_sp900542555,H103,BP3_1_FSA-147-0h_F02_R1_001.fastq.gz,BP3_1_FSA-147-0h_F02_R2_001.fastq.gz,BP3_1_FSA-147-2h_F02_R1_001.fastq.gz,BP3_1_FSA-147-2h_F02_R2_001.fastq.gz,BP3_1_FSA-147-8h_F02_R1_001.fastq.gz,BP3_1_FSA-147-8h_F02_R2_001.fastq.gz
StrainAtlasProphage_139,BP-2_FSA-147_F03,1,,,Collinsella_aerofaciens_Q,H104,BP3_1_FSA-147-0h_F03_R1_001.fastq.gz,BP3_1_FSA-147-0h_F03_R2_001.fastq.gz,BP3_1_FSA-147-2h_F03_R1_001.fastq.gz,BP3_1_FSA-147-2h_F03_R2_001.fastq.gz,BP3_1_FSA-147-8h_F03_R1_001.fastq.gz,BP3_1_FSA-147-8h_F03_R2_001.fastq.gz
StrainAtlasProphage_140,BP-2_FSA-147_F04,1,,,Collinsella_aerofaciens_P,H104,BP3_1_FSA-147-0h_F04_R1_001.fastq.gz,BP3_1_FSA-147-0h_F04_R2_001.fastq.gz,BP3_1_FSA-147-2h_F04_R1_001.fastq.gz,BP3_1_FSA-147-2h_F04_R2_001.fastq.gz,BP3_1_FSA-147-8h_F04_R1_001.fastq.gz,BP3_1_FSA-147-8h_F04_R2_001.fastq.gz
StrainAtlasProphage_141,BP-2_FSA-147_F05,1,,,Bifidobacterium_adolescentis,H105,BP3_1_FSA-147-0h_F05_R1_001.fastq.gz,BP3_1_FSA-147-0h_F05_R2_001.fastq.gz,BP3_1_FSA-147-2h_F05_R1_001.fastq.gz,BP3_1_FSA-147-2h_F05_R2_001.fastq.gz,BP3_1_FSA-147-8h_F05_R1_001.fastq.gz,BP3_1_FSA-147-8h_F05_R2_001.fastq.gz
StrainAtlasProphage_142,BP-2_FSA-147_F07,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_F07_R1_001.fastq.gz,BP3_1_FSA-147-0h_F07_R2_001.fastq.gz,BP3_1_FSA-147-2h_F07_R1_001.fastq.gz,BP3_1_FSA-147-2h_F07_R2_001.fastq.gz,BP3_1_FSA-147-8h_F07_R1_001.fastq.gz,BP3_1_FSA-147-8h_F07_R2_001.fastq.gz
StrainAtlasProphage_143,BP-2_FSA-147_F08,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_F08_R1_001.fastq.gz,BP3_1_FSA-147-0h_F08_R2_001.fastq.gz,BP3_1_FSA-147-2h_F08_R1_001.fastq.gz,BP3_1_FSA-147-2h_F08_R2_001.fastq.gz,BP3_1_FSA-147-8h_F08_R1_001.fastq.gz,BP3_1_FSA-147-8h_F08_R2_001.fastq.gz
StrainAtlasProphage_144,BP-2_FSA-147_F09,1,,,Streptococcus_salivarius,H102,BP3_1_FSA-147-0h_F09_R1_001.fastq.gz,BP3_1_FSA-147-0h_F09_R2_001.fastq.gz,BP3_1_FSA-147-2h_F09_R1_001.fastq.gz,BP3_1_FSA-147-2h_F09_R2_001.fastq.gz,BP3_1_FSA-147-8h_F09_R1_001.fastq.gz,BP3_1_FSA-147-8h_F09_R2_001.fastq.gz
StrainAtlasProphage_145,BP-2_FSA-147_F12,1,,,Escherichia_coli,H26,BP3_1_FSA-147-0h_F12_R1_001.fastq.gz,BP3_1_FSA-147-0h_F12_R2_001.fastq.gz,BP3_1_FSA-147-2h_F12_R1_001.fastq.gz,BP3_1_FSA-147-2h_F12_R2_001.fastq.gz,BP3_1_FSA-147-8h_F12_R1_001.fastq.gz,BP3_1_FSA-147-8h_F12_R2_001.fastq.gz
StrainAtlasProphage_146,BP-2_FSA-147_G01,1,,,Dorea_A_longicatena,H103,BP3_1_FSA-147-0h_G01_R1_001.fastq.gz,BP3_1_FSA-147-0h_G01_R2_001.fastq.gz,BP3_1_FSA-147-2h_G01_R1_001.fastq.gz,BP3_1_FSA-147-2h_G01_R2_001.fastq.gz,BP3_1_FSA-147-8h_G01_R1_001.fastq.gz,BP3_1_FSA-147-8h_G01_R2_001.fastq.gz
StrainAtlasProphage_147,BP-2_FSA-147_G02,1,,,Parabacteroides_merdae,H103,BP3_1_FSA-147-0h_G02_R1_001.fastq.gz,BP3_1_FSA-147-0h_G02_R2_001.fastq.gz,BP3_1_FSA-147-2h_G02_R1_001.fastq.gz,BP3_1_FSA-147-2h_G02_R2_001.fastq.gz,BP3_1_FSA-147-8h_G02_R1_001.fastq.gz,BP3_1_FSA-147-8h_G02_R2_001.fastq.gz
StrainAtlasProphage_148,BP-2_FSA-147_G03,1,,,Escherichia_fergusonii,H104,BP3_1_FSA-147-0h_G03_R1_001.fastq.gz,BP3_1_FSA-147-0h_G03_R2_001.fastq.gz,BP3_1_FSA-147-2h_G03_R1_001.fastq.gz,BP3_1_FSA-147-2h_G03_R2_001.fastq.gz,BP3_1_FSA-147-8h_G03_R1_001.fastq.gz,BP3_1_FSA-147-8h_G03_R2_001.fastq.gz
StrainAtlasProphage_149,BP-2_FSA-147_G04,1,,,Bacteroides_fragilis_A,H104,BP3_1_FSA-147-0h_G04_R1_001.fastq.gz,BP3_1_FSA-147-0h_G04_R2_001.fastq.gz,BP3_1_FSA-147-2h_G04_R1_001.fastq.gz,BP3_1_FSA-147-2h_G04_R2_001.fastq.gz,BP3_1_FSA-147-8h_G04_R1_001.fastq.gz,BP3_1_FSA-147-8h_G04_R2_001.fastq.gz
StrainAtlasProphage_150,BP-2_FSA-147_G07,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_G07_R1_001.fastq.gz,BP3_1_FSA-147-0h_G07_R2_001.fastq.gz,BP3_1_FSA-147-2h_G07_R1_001.fastq.gz,BP3_1_FSA-147-2h_G07_R2_001.fastq.gz,BP3_1_FSA-147-8h_G07_R1_001.fastq.gz,BP3_1_FSA-147-8h_G07_R2_001.fastq.gz
StrainAtlasProphage_151,BP-2_FSA-147_G08,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_G08_R1_001.fastq.gz,BP3_1_FSA-147-0h_G08_R2_001.fastq.gz,BP3_1_FSA-147-2h_G08_R1_001.fastq.gz,BP3_1_FSA-147-2h_G08_R2_001.fastq.gz,BP3_1_FSA-147-8h_G08_R1_001.fastq.gz,BP3_1_FSA-147-8h_G08_R2_001.fastq.gz
StrainAtlasProphage_152,BP-2_FSA-147_G09,1,,,Mediterraneibacter_faecis,H102,BP3_1_FSA-147-0h_G09_R1_001.fastq.gz,BP3_1_FSA-147-0h_G09_R2_001.fastq.gz,BP3_1_FSA-147-2h_G09_R1_001.fastq.gz,BP3_1_FSA-147-2h_G09_R2_001.fastq.gz,BP3_1_FSA-147-8h_G09_R1_001.fastq.gz,BP3_1_FSA-147-8h_G09_R2_001.fastq.gz
StrainAtlasProphage_153,BP-2_FSA-147_G10,1,,,Anaerostipes_hadrus_A,H102,BP3_1_FSA-147-0h_G10_R1_001.fastq.gz,BP3_1_FSA-147-0h_G10_R2_001.fastq.gz,BP3_1_FSA-147-2h_G10_R1_001.fastq.gz,BP3_1_FSA-147-2h_G10_R2_001.fastq.gz,BP3_1_FSA-147-8h_G10_R1_001.fastq.gz,BP3_1_FSA-147-8h_G10_R2_001.fastq.gz
StrainAtlasProphage_154,BP-2_FSA-147_G12,1,10,,Bifidobacterium_adolescentis,H26,BP3_1_FSA-147-0h_G12_R1_001.fastq.gz,BP3_1_FSA-147-0h_G12_R2_001.fastq.gz,BP3_1_FSA-147-2h_G12_R1_001.fastq.gz,BP3_1_FSA-147-2h_G12_R2_001.fastq.gz,BP3_1_FSA-147-8h_G12_R1_001.fastq.gz,BP3_1_FSA-147-8h_G12_R2_001.fastq.gz
StrainAtlasProphage_155,BP-2_FSA-147_H02,1,,,Bacteroides_uniformis,H103,BP3_1_FSA-147-0h_H02_R1_001.fastq.gz,BP3_1_FSA-147-0h_H02_R2_001.fastq.gz,BP3_1_FSA-147-2h_H02_R1_001.fastq.gz,BP3_1_FSA-147-2h_H02_R2_001.fastq.gz,BP3_1_FSA-147-8h_H02_R1_001.fastq.gz,BP3_1_FSA-147-8h_H02_R2_001.fastq.gz
StrainAtlasProphage_156,BP-2_FSA-147_H03,1,,,Collinsella_aerofaciens_P,H104,BP3_1_FSA-147-0h_H03_R1_001.fastq.gz,BP3_1_FSA-147-0h_H03_R2_001.fastq.gz,BP3_1_FSA-147-2h_H03_R1_001.fastq.gz,BP3_1_FSA-147-2h_H03_R2_001.fastq.gz,BP3_1_FSA-147-8h_H03_R1_001.fastq.gz,BP3_1_FSA-147-8h_H03_R2_001.fastq.gz
StrainAtlasProphage_157,BP-2_FSA-147_H04,1,,,Bifidobacterium_longum,H104,BP3_1_FSA-147-0h_H04_R1_001.fastq.gz,BP3_1_FSA-147-0h_H04_R2_001.fastq.gz,BP3_1_FSA-147-2h_H04_R1_001.fastq.gz,BP3_1_FSA-147-2h_H04_R2_001.fastq.gz,BP3_1_FSA-147-8h_H04_R1_001.fastq.gz,BP3_1_FSA-147-8h_H04_R2_001.fastq.gz
StrainAtlasProphage_158,BP-2_FSA-147_H06,1,,,Agathobaculum_butyriciproducens,H105,BP3_1_FSA-147-0h_H06_R1_001.fastq.gz,BP3_1_FSA-147-0h_H06_R2_001.fastq.gz,BP3_1_FSA-147-2h_H06_R1_001.fastq.gz,BP3_1_FSA-147-2h_H06_R2_001.fastq.gz,BP3_1_FSA-147-8h_H06_R1_001.fastq.gz,BP3_1_FSA-147-8h_H06_R2_001.fastq.gz
StrainAtlasProphage_159,BP-2_FSA-147_H07,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_H07_R1_001.fastq.gz,BP3_1_FSA-147-0h_H07_R2_001.fastq.gz,BP3_1_FSA-147-2h_H07_R1_001.fastq.gz,BP3_1_FSA-147-2h_H07_R2_001.fastq.gz,BP3_1_FSA-147-8h_H07_R1_001.fastq.gz,BP3_1_FSA-147-8h_H07_R2_001.fastq.gz
StrainAtlasProphage_160,BP-2_FSA-147_H08,1,,,Bifidobacterium_adolescentis,H101,BP3_1_FSA-147-0h_H08_R1_001.fastq.gz,BP3_1_FSA-147-0h_H08_R2_001.fastq.gz,BP3_1_FSA-147-2h_H08_R1_001.fastq.gz,BP3_1_FSA-147-2h_H08_R2_001.fastq.gz,BP3_1_FSA-147-8h_H08_R1_001.fastq.gz,BP3_1_FSA-147-8h_H08_R2_001.fastq.gz
StrainAtlasProphage_161,BP-2_FSA-147_H09,1,,,Bifidobacterium_adolescentis,H102,BP3_1_FSA-147-0h_H09_R1_001.fastq.gz,BP3_1_FSA-147-0h_H09_R2_001.fastq.gz,BP3_1_FSA-147-2h_H09_R1_001.fastq.gz,BP3_1_FSA-147-2h_H09_R2_001.fastq.gz,BP3_1_FSA-147-8h_H09_R1_001.fastq.gz,BP3_1_FSA-147-8h_H09_R2_001.fastq.gz
StrainAtlasProphage_162,BP-2_FSA-147_H10,1,,,Bifidobacterium_adolescentis,H102,BP3_1_FSA-147-0h_H10_R1_001.fastq.gz,BP3_1_FSA-147-0h_H10_R2_001.fastq.gz,BP3_1_FSA-147-2h_H10_R1_001.fastq.gz,BP3_1_FSA-147-2h_H10_R2_001.fastq.gz,BP3_1_FSA-147-8h_H10_R1_001.fastq.gz,BP3_1_FSA-147-8h_H10_R2_001.fastq.gz
StrainAtlasProphage_163,BP-3_FSA-139_A02,1,,5,Parabacteroides_merdae,H291,BP3_1_FSA-139-0h_A02_R1_001.fastq.gz,BP3_1_FSA-139-0h_A02_R2_001.fastq.gz,BP3_1_FSA-139-2h_A02_R1_001.fastq.gz,BP3_1_FSA-139-2h_A02_R2_001.fastq.gz,BP3_1_FSA-139-8h_A02_R1_001.fastq.gz,BP3_1_FSA-139-8h_A02_R2_001.fastq.gz
StrainAtlasProphage_164,BP-3_FSA-139_A05,1,,,Bifidobacterium_adolescentis,H182,BP3_1_FSA-139-0h_A05_R1_001.fastq.gz,BP3_1_FSA-139-0h_A05_R2_001.fastq.gz,BP3_1_FSA-139-2h_A05_R1_001.fastq.gz,BP3_1_FSA-139-2h_A05_R2_001.fastq.gz,BP3_1_FSA-139-8h_A05_R1_001.fastq.gz,BP3_1_FSA-139-8h_A05_R2_001.fastq.gz
StrainAtlasProphage_165,BP-3_FSA-139_A06,1,,,Streptococcus_salivarius,H184,BP3_1_FSA-139-0h_A06_R1_001.fastq.gz,BP3_1_FSA-139-0h_A06_R2_001.fastq.gz,BP3_1_FSA-139-2h_A06_R1_001.fastq.gz,BP3_1_FSA-139-2h_A06_R2_001.fastq.gz,BP3_1_FSA-139-8h_A06_R1_001.fastq.gz,BP3_1_FSA-139-8h_A06_R2_001.fastq.gz
StrainAtlasProphage_166,BP-3_FSA-139_A07,1,,,Bifidobacterium_longum,H300,BP3_1_FSA-139-0h_A07_R1_001.fastq.gz,BP3_1_FSA-139-0h_A07_R2_001.fastq.gz,BP3_1_FSA-139-2h_A07_R1_001.fastq.gz,BP3_1_FSA-139-2h_A07_R2_001.fastq.gz,BP3_1_FSA-139-8h_A07_R1_001.fastq.gz,BP3_1_FSA-139-8h_A07_R2_001.fastq.gz
StrainAtlasProphage_167,BP-3_FSA-139_A08,1,,,Eggerthella_lenta,H303,BP3_1_FSA-139-0h_A08_R1_001.fastq.gz,BP3_1_FSA-139-0h_A08_R2_001.fastq.gz,BP3_1_FSA-139-2h_A08_R1_001.fastq.gz,BP3_1_FSA-139-2h_A08_R2_001.fastq.gz,BP3_1_FSA-139-8h_A08_R1_001.fastq.gz,BP3_1_FSA-139-8h_A08_R2_001.fastq.gz
StrainAtlasProphage_168,BP-3_FSA-139_A09,1,,,Bifidobacterium_adolescentis,H308,BP3_1_FSA-139-0h_A09_R1_001.fastq.gz,BP3_1_FSA-139-0h_A09_R2_001.fastq.gz,BP3_1_FSA-139-2h_A09_R1_001.fastq.gz,BP3_1_FSA-139-2h_A09_R2_001.fastq.gz,BP3_1_FSA-139-8h_A09_R1_001.fastq.gz,BP3_1_FSA-139-8h_A09_R2_001.fastq.gz
StrainAtlasProphage_169,BP-3_FSA-139_A10,1,,,Collinsella_sp900541145,H287,BP3_1_FSA-139-0h_A10_R1_001.fastq.gz,BP3_1_FSA-139-0h_A10_R2_001.fastq.gz,BP3_1_FSA-139-2h_A10_R1_001.fastq.gz,BP3_1_FSA-139-2h_A10_R2_001.fastq.gz,BP3_1_FSA-139-8h_A10_R1_001.fastq.gz,BP3_1_FSA-139-8h_A10_R2_001.fastq.gz
StrainAtlasProphage_170,BP-3_FSA-139_A11,1,,,Bifidobacterium_adolescentis,H290,BP3_1_FSA-139-0h_A11_R1_001.fastq.gz,BP3_1_FSA-139-0h_A11_R2_001.fastq.gz,BP3_1_FSA-139-2h_A11_R1_001.fastq.gz,BP3_1_FSA-139-2h_A11_R2_001.fastq.gz,BP3_1_FSA-139-8h_A11_R1_001.fastq.gz,BP3_1_FSA-139-8h_A11_R2_001.fastq.gz
StrainAtlasProphage_171,BP-3_FSA-139_B01,1,,,Bifidobacterium_adolescentis,H298,BP3_1_FSA-139-0h_B01_R1_001.fastq.gz,BP3_1_FSA-139-0h_B01_R2_001.fastq.gz,BP3_1_FSA-139-2h_B01_R1_001.fastq.gz,BP3_1_FSA-139-2h_B01_R2_001.fastq.gz,BP3_1_FSA-139-8h_B01_R1_001.fastq.gz,BP3_1_FSA-139-8h_B01_R2_001.fastq.gz
StrainAtlasProphage_172,BP-3_FSA-139_B02,1,,,Collinsella_sp900541125,H291,BP3_1_FSA-139-0h_B02_R1_001.fastq.gz,BP3_1_FSA-139-0h_B02_R2_001.fastq.gz,BP3_1_FSA-139-2h_B02_R1_001.fastq.gz,BP3_1_FSA-139-2h_B02_R2_001.fastq.gz,BP3_1_FSA-139-8h_B02_R1_001.fastq.gz,BP3_1_FSA-139-8h_B02_R2_001.fastq.gz
StrainAtlasProphage_173,BP-3_FSA-139_B08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_B08_R1_001.fastq.gz,BP3_1_FSA-139-0h_B08_R2_001.fastq.gz,BP3_1_FSA-139-2h_B08_R1_001.fastq.gz,BP3_1_FSA-139-2h_B08_R2_001.fastq.gz,BP3_1_FSA-139-8h_B08_R1_001.fastq.gz,BP3_1_FSA-139-8h_B08_R2_001.fastq.gz
StrainAtlasProphage_174,BP-3_FSA-139_B09,1,,,Enterocloster_sp005845215,H308,BP3_1_FSA-139-0h_B09_R1_001.fastq.gz,BP3_1_FSA-139-0h_B09_R2_001.fastq.gz,BP3_1_FSA-139-2h_B09_R1_001.fastq.gz,BP3_1_FSA-139-2h_B09_R2_001.fastq.gz,BP3_1_FSA-139-8h_B09_R1_001.fastq.gz,BP3_1_FSA-139-8h_B09_R2_001.fastq.gz
StrainAtlasProphage_175,BP-3_FSA-139_B10,1,,,Bifidobacterium_adolescentis,H287,BP3_1_FSA-139-0h_B10_R1_001.fastq.gz,BP3_1_FSA-139-0h_B10_R2_001.fastq.gz,BP3_1_FSA-139-2h_B10_R1_001.fastq.gz,BP3_1_FSA-139-2h_B10_R2_001.fastq.gz,BP3_1_FSA-139-8h_B10_R1_001.fastq.gz,BP3_1_FSA-139-8h_B10_R2_001.fastq.gz
StrainAtlasProphage_176,BP-3_FSA-139_C01,1,,,Escherichia_coli,H298,BP3_1_FSA-139-0h_C01_R1_001.fastq.gz,BP3_1_FSA-139-0h_C01_R2_001.fastq.gz,BP3_1_FSA-139-2h_C01_R1_001.fastq.gz,BP3_1_FSA-139-2h_C01_R2_001.fastq.gz,BP3_1_FSA-139-8h_C01_R1_001.fastq.gz,BP3_1_FSA-139-8h_C01_R2_001.fastq.gz
StrainAtlasProphage_177,BP-3_FSA-139_C02,1,10,,Bacteroides_uniformis,H291,BP3_1_FSA-139-0h_C02_R1_001.fastq.gz,BP3_1_FSA-139-0h_C02_R2_001.fastq.gz,BP3_1_FSA-139-2h_C02_R1_001.fastq.gz,BP3_1_FSA-139-2h_C02_R2_001.fastq.gz,BP3_1_FSA-139-8h_C02_R1_001.fastq.gz,BP3_1_FSA-139-8h_C02_R2_001.fastq.gz
StrainAtlasProphage_178,BP-3_FSA-139_C03,1,,,Bifidobacterium_animalis,H288,BP3_1_FSA-139-0h_C03_R1_001.fastq.gz,BP3_1_FSA-139-0h_C03_R2_001.fastq.gz,BP3_1_FSA-139-2h_C03_R1_001.fastq.gz,BP3_1_FSA-139-2h_C03_R2_001.fastq.gz,BP3_1_FSA-139-8h_C03_R1_001.fastq.gz,BP3_1_FSA-139-8h_C03_R2_001.fastq.gz
StrainAtlasProphage_179,BP-3_FSA-139_C04,1,,,Bacteroides_uniformis,H179,BP3_1_FSA-139-0h_C04_R1_001.fastq.gz,BP3_1_FSA-139-0h_C04_R2_001.fastq.gz,BP3_1_FSA-139-2h_C04_R1_001.fastq.gz,BP3_1_FSA-139-2h_C04_R2_001.fastq.gz,BP3_1_FSA-139-8h_C04_R1_001.fastq.gz,BP3_1_FSA-139-8h_C04_R2_001.fastq.gz
StrainAtlasProphage_180,BP-3_FSA-139_C05,1,,,Bifidobacterium_bifidum,H182,BP3_1_FSA-139-0h_C05_R1_001.fastq.gz,BP3_1_FSA-139-0h_C05_R2_001.fastq.gz,BP3_1_FSA-139-2h_C05_R1_001.fastq.gz,BP3_1_FSA-139-2h_C05_R2_001.fastq.gz,BP3_1_FSA-139-8h_C05_R1_001.fastq.gz,BP3_1_FSA-139-8h_C05_R2_001.fastq.gz
StrainAtlasProphage_181,BP-3_FSA-139_C06,1,,,Streptococcus_sp001556435,H184,BP3_1_FSA-139-0h_C06_R1_001.fastq.gz,BP3_1_FSA-139-0h_C06_R2_001.fastq.gz,BP3_1_FSA-139-2h_C06_R1_001.fastq.gz,BP3_1_FSA-139-2h_C06_R2_001.fastq.gz,BP3_1_FSA-139-8h_C06_R1_001.fastq.gz,BP3_1_FSA-139-8h_C06_R2_001.fastq.gz
StrainAtlasProphage_182,BP-3_FSA-139_C07,1,,,Veillonella_parvula_A,H300,BP3_1_FSA-139-0h_C07_R1_001.fastq.gz,BP3_1_FSA-139-0h_C07_R2_001.fastq.gz,BP3_1_FSA-139-2h_C07_R1_001.fastq.gz,BP3_1_FSA-139-2h_C07_R2_001.fastq.gz,BP3_1_FSA-139-8h_C07_R1_001.fastq.gz,BP3_1_FSA-139-8h_C07_R2_001.fastq.gz
StrainAtlasProphage_183,BP-3_FSA-139_C08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_C08_R1_001.fastq.gz,BP3_1_FSA-139-0h_C08_R2_001.fastq.gz,BP3_1_FSA-139-2h_C08_R1_001.fastq.gz,BP3_1_FSA-139-2h_C08_R2_001.fastq.gz,BP3_1_FSA-139-8h_C08_R1_001.fastq.gz,BP3_1_FSA-139-8h_C08_R2_001.fastq.gz
StrainAtlasProphage_184,BP-3_FSA-139_C09,1,,,Collinsella_aerofaciens_J,H308,BP3_1_FSA-139-0h_C09_R1_001.fastq.gz,BP3_1_FSA-139-0h_C09_R2_001.fastq.gz,BP3_1_FSA-139-2h_C09_R1_001.fastq.gz,BP3_1_FSA-139-2h_C09_R2_001.fastq.gz,BP3_1_FSA-139-8h_C09_R1_001.fastq.gz,BP3_1_FSA-139-8h_C09_R2_001.fastq.gz
StrainAtlasProphage_185,BP-3_FSA-139_C11,1,,,Bifidobacterium_longum,H290,BP3_1_FSA-139-0h_C11_R1_001.fastq.gz,BP3_1_FSA-139-0h_C11_R2_001.fastq.gz,BP3_1_FSA-139-2h_C11_R1_001.fastq.gz,BP3_1_FSA-139-2h_C11_R2_001.fastq.gz,BP3_1_FSA-139-8h_C11_R1_001.fastq.gz,BP3_1_FSA-139-8h_C11_R2_001.fastq.gz
StrainAtlasProphage_186,BP-3_FSA-139_D02,1,,,Eggerthella_lenta,H291,BP3_1_FSA-139-0h_D02_R1_001.fastq.gz,BP3_1_FSA-139-0h_D02_R2_001.fastq.gz,BP3_1_FSA-139-2h_D02_R1_001.fastq.gz,BP3_1_FSA-139-2h_D02_R2_001.fastq.gz,BP3_1_FSA-139-8h_D02_R1_001.fastq.gz,BP3_1_FSA-139-8h_D02_R2_001.fastq.gz
