Ratio of isolates with the defense system,AbiN,DmdDE,AbiP2,PD-T4-1,PD-T7-4,PD-T7-3,Tiamat,Hna,MqsRAC,AbiA,Phrann_gp29_gp30,Dodola,Dazbog,Menshen,Olokun,PD-T4-9,AbiR,RADAR,Pycsar,dGTPase,Borvo,RM,Uzume,Aditi,Retron,Dnd,Gao_Ppl,NLR,Butters_gp30_gp31,FS_HP_SDH_sah,Bunzi,SpbK,Rst_TIR-NLR,Rst_gop_beta_cll,RosmerTA,Dsr,RexAB,Stk2,MazEF,PD-T4-8,AbiE,SanaTA,Rst_RT-nitrilase-Tm,PD-Lambda-6,Avs,Gabija,PD-Lambda-4,DRT,RloC,Gao_RL,Paris,AbiI,GAPS4,Abi2,DarTG,Gao_Tmn,Druantia,Shango,Mok_Hok_Sok,Lamassu-Fam,SEFIR,FS_GIY_YIG,PD-Lambda-3,PD-T7-1,Hachiman,FS_HsdR_like,MADS,PD-Lambda-1,PrrC,AbiG,Gao_Hhe,PD-T7-5,Gao_Qat,Eleos,Shedu,Rst_HelicaseDUF2290,DISARM,PD-T4-4,Lit,PfiAT,SspBCDE,RnlAB,BstA,ShosTA,GAPS1,Nhi,AbiV,Thoeris,CBASS,PD-T4-2,Gao_Her,PD-T4-3,AbiC,Septu,Azaca,Dpd,Gao_Iet,PD-T4-10,AbiU,GAPS6,AbiK,Butters_gp57r,AbiL,Rst_Hydrolase-3Tm,BREX,Kiwa,dCTPdeaminase,FS_Sma,pAgo,AbiZ,AbiT,AbiQ,JukAB,AbiH,PD-T7-2,CapRel,SoFIC,Old_exonuclease,Mokosh,Zorya,PD-Lambda-5,PD-T4-6,Rst_DUF4238,PD-Lambda-2,AbiJ,PsyrTA,Rst_3HP,AbiO,Gao_Ape,AbiD,Gao_Mza,CasFinder,Detocs,Pif,PD-T4-5,PD-T4-7,Wadjet
Escherichia_coli,0,0,0.0720817643894567,0.09467455621301775,0.025282409897794515,0.005917159763313609,0,0.0037654653039268424,0.005917159763313609,0,0,0,0,0.0037654653039268424,0,0.0032275416890801506,0,0.002151694459386767,0.008068854222700376,0.0053792361484669175,0.01828940290478752,0.9042495965572889,0,0,0.13501882732651962,0.025282409897794515,0.020441097364174286,0.06078536847767617,0,0.0005379236148466917,0,0,0.002151694459386767,0.04088219472834857,0.1694459386767079,0.03012372243141474,0.014523937600860678,0,0.7966648735879505,0.028509951586874662,0.08714362560516406,0.20763851533082303,0.0032275416890801506,0.004303388918773534,0.06777837547068316,0.08391608391608392,0.01613770844540075,0.07046799354491662,0.047337278106508875,0.0005379236148466917,0.04249596557288865,0,0.006993006993006993,0,0.04410973641742873,0.03550295857988166,0.1441635287789134,0.025282409897794515,0.5927918235610543,0.1172673480365788,0.0026896180742334587,0,0.004841312533620226,0.020441097364174286,0.04195804195804196,0.025820333512641205,0.019903173749327596,0.10059171597633136,0.009682625067240451,0,0.006993006993006993,0.10166756320602474,0.10220548682087144,0.0005379236148466917,0.009682625067240451,0.0016137708445400753,0,0,0.0010758472296933835,0,0.0037654653039268424,0.005917159763313609,0.011296395911780527,0.055944055944055944,0.015599784830554062,0,0,0.1436256051640667,0.171059709521248,0.015599784830554062,0.005917159763313609,0.12694997310381925,0,0.23130715438407745,0,0.0392684238838085,0.025820333512641205,0.002151694459386767,0.012910166756320602,0,0,0,0,0.004841312533620226,0.05379236148466918,0.08821947283485745,0.03173749327595481,0,0,0,0,0.004841312533620226,0,0.02097902097902098,0.029585798816568046,0.007530930607853685,0.06885422270037654,0.01506186121570737,0.2592791823561054,0.03388918773534158,0.006993006993006993,0.0010758472296933835,0.014523937600860678,0.0016137708445400753,0.03173749327595481,0.33620225927918235,0.03442711135018827,0,0.005917159763313609,0.02420656266810113,0,0.6196880043033889,0.006993006993006993,0.01775147928994083,0.010758472296933835,0,0.01506186121570737
Escherichia_marmotae,0,0,0,0,0.25,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.03125,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0.34375,0,0.09375,0.34375,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71875,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
Klebsiella_pneumoniae,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.825,0,0,0.075,0,0,0.025,0,0,0,0,0.025,0,0,0,0,0,0.225,0,0.9,0.075,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.2,0.05,0.725,0.2,0.025,0,0,0,0.625,0.025,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.25,0,0,0.15,0,0.05,0,0.45,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0.45,0,0.05,0,0.025,0,0.05,0.175,0,0,0,0.025,0,0,0,0,0,0,0,0.825,0,0,0,0,0
Klebsiella_variicola,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0.8333333333333334,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0
Alistipes_A_indistinctus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782608695652174,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.08695652173913043,0,0,0,0.13043478260869565,0,0,0.08695652173913043,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478260869565216,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0.13043478260869565,0,0.08695652173913043,0,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_finegoldii,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.75,0,0,0,0.08333333333333333,0,0,0.25,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.08333333333333333,0,0,0,0,0,0,0,0.4166666666666667,0,0,0,0,0.16666666666666666,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_onderdonkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.09375,0.28125,0,0,0,0,0,0,0,0.9375,0.1875,0,0,0.0625,0.25,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.03125,0.3125,0,0,0,0.5,0,0,0,0,0,0.09375,0,0,0.5625,0,0,0,0,0,0,0.0625,0,0,0,0,0.46875,0,0,0.03125,0,0,0,0.0625,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_senegalensis,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0.058823529411764705,0,0,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0.4117647058823529,0.47058823529411764,0,0,0,0.058823529411764705,0,0,0.11764705882352941,0,0.17647058823529413,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0.11764705882352941,0,0,0,0.058823529411764705,0,0,0,0,0,0.058823529411764705,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0.6470588235294118,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_shahii,0,0,0.09375,0,0.020833333333333332,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.010416666666666666,0,0,0,0,0,0,0.020833333333333332,0.0625,0,0,0,0,0,0,0,0.3958333333333333,0.8541666666666666,0,0,0.23958333333333334,0.4479166666666667,0,0,0.13541666666666666,0,0.052083333333333336,0,0.020833333333333332,0,0.052083333333333336,0,0,0,0,0.020833333333333332,0.010416666666666666,0,0,0,0.125,0,0.010416666666666666,0,0.041666666666666664,0,0,0,0.020833333333333332,0,0.020833333333333332,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.052083333333333336,0.09375,0,0,0,0,0.07291666666666667,0.20833333333333334,0,0,0,0.020833333333333332,0,0,0,0,0,0.052083333333333336,0,0,0,0.07291666666666667,0,0,0,0,0.5729166666666666,0.2708333333333333,0,0.020833333333333332,0,0,0.020833333333333332,0,0,0,0,0.020833333333333332,0,0,0,0,0.0625,0,0.041666666666666664,0,0,0,0,0
Butyricimonas_paravirosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8461538461538461,0,0,0.15384615384615385,0.6923076923076923,0,0,0.3076923076923077,0,1.0,0,0,0,0,0,0,0,0,0.6923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0.15384615384615385,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0.3076923076923077,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0,0.15384615384615385
Butyricimonas_virosa,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0.1875,0,0,0,0.125,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.0625,0,0,0,0,0,0,0,0.375,0,0,0,0,0.0625,0,0,0,0,0.125,0,0,0,0.0625,0,0.0625,0.25,0,0,0.0625,0,0,0,0,0.25,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.1875,0.0625,0,0,0,0
Odoribacter_splanchnicus,0,0,0.057692307692307696,0,0,0,0.07692307692307693,0,0,0,0,0,0,0.15384615384615385,0.019230769230769232,0,0,0,0,0,0,1.0,0,0,0.019230769230769232,0,0,0,0,0,0,0.038461538461538464,0,0,0,0,0,0,0,0,0.5192307692307693,0.3076923076923077,0,0,0,0.057692307692307696,0,0.057692307692307696,0,0,0,0,0.057692307692307696,0,0,0,0.038461538461538464,0,0,0.11538461538461539,0.3076923076923077,0,0,0,0.038461538461538464,0,0,0,0.057692307692307696,0,0,0,0,0,0,0,0,0,0.2692307692307692,0,0.07692307692307693,0.019230769230769232,0,0.057692307692307696,0,0,0,0.09615384615384616,0.057692307692307696,0,0,0,0,0,0,0,0.1346153846153846,0,0.057692307692307696,0,0,0,0.019230769230769232,0,0.019230769230769232,0,0,0,0,0,0,0,0,0.1346153846153846,0.17307692307692307,0,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,0,0,0.9230769230769231,0,0.9423076923076923,0,0,0,0,0
Parabacteroides_distasonis,0,0,0.3796376186367558,0,0.056945642795513375,0,0.021570319240724764,0.05004314063848145,0,0,0,0,0.01898188093183779,0.04141501294219154,0.062122519413287315,0.01984469370146678,0,0,0.026747195858498704,0,0,1.0,0,0,0.07851596203623813,0,0,0.05090595340811044,0,0,0,0.05004314063848145,0.0008628127696289905,0,0,0,0,0,0.3011216566005177,0,0.27092320966350303,0.1915444348576359,0,0,0.009490940465918895,0.3011216566005177,0,0,0.04055220017256255,0,0.999137187230371,0,0.013805004314063849,0.0025884383088869713,0.021570319240724764,0,0.0025884383088869713,0,0,0.22950819672131148,0.14150129421915444,0,0,0,0.08196721311475409,0,0.003451251078515962,0.01725625539257981,0.3382226056945643,0,0,0,0,0,0,0,0,0,0.1915444348576359,0,0.05004314063848145,0.12338222605694564,0,0.07851596203623813,0,0,0,0.07420189818809318,0.15099223468507333,0,0.24245038826574633,0,0.0025884383088869713,0.28904227782571185,0,0,0.003451251078515962,0,0.15099223468507333,0,0,0,0.01898188093183779,0,0.004314063848144953,0.06988783433994823,0,0,0.16479723899913717,0,0,0,0,0.2070750647109577,0.07333908541846419,0,0,0,0.001725625539257981,0.004314063848144953,0.05176876617773943,0,0,0,0.007765314926660914,0,0,0,0,0.3201035375323555,0,0.8774805867126834,0.008628127696289905,0,0,0,0.010353753235547885
Parabacteroides_goldsteinii,0,0,0.04310344827586207,0,0,0,0.02586206896551724,0,0,0,0,0,0,0.13793103448275862,0.02586206896551724,0,0,0,0,0,0,0.7672413793103449,0,0,0.04310344827586207,0,0,0.0603448275862069,0,0,0,0.034482758620689655,0,0,0,0,0,0,0.9137931034482759,0,0.15517241379310345,0.1896551724137931,0,0,0.034482758620689655,0.31896551724137934,0,0.034482758620689655,0.04310344827586207,0,0.9741379310344828,0,0,0,0,0.05172413793103448,0,0,0,0.11206896551724138,0.1206896551724138,0.017241379310344827,0,0,0.08620689655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15517241379310345,0,0.13793103448275862,0.07758620689655173,0,0.017241379310344827,0,0,0,0,0.1810344827586207,0.008620689655172414,0,0,0,0.23275862068965517,0,0,0.10344827586206896,0,0.02586206896551724,0,0,0,0,0,0,0,0.008620689655172414,0,0.02586206896551724,0,0,0,0,0.3879310344827586,0.1206896551724138,0,0.9655172413793104,0,0.45689655172413796,0,0.05172413793103448,0,0,0,0.008620689655172414,0,0,0,0.008620689655172414,0.06896551724137931,0,0.6810344827586207,0.008620689655172414,0,0,0,0.017241379310344827
Parabacteroides_johnsonii,0,0,0.022727272727272728,0,0.022727272727272728,0,0,0,0,0,0,0,0,0.06818181818181818,0,0.022727272727272728,0,0,0.022727272727272728,0,0,0.9772727272727273,0,0,0,0,0,0.045454545454545456,0,0,0,0.022727272727272728,0,0,0,0,0,0,0.06818181818181818,0,0.38636363636363635,0.09090909090909091,0,0,0.20454545454545456,0.5681818181818182,0,0,0.20454545454545456,0,1.0,0,0,0,0,0.045454545454545456,0,0,0,0.022727272727272728,0.022727272727272728,0,0,0,0.20454545454545456,0,0,0,0.9772727272727273,0,0,0,0,0,0,0,0,0,0.022727272727272728,0,0,0,0,0,0,0,0,0.022727272727272728,0.022727272727272728,0,0,0,0.022727272727272728,0.25,0,0,0,0,0.045454545454545456,0,0,0,0.20454545454545456,0,0.75,0.045454545454545456,0,0,0.18181818181818182,0,0,0,0,0.18181818181818182,0.3409090909090909,0.022727272727272728,0,0,0.9772727272727273,0.022727272727272728,0.022727272727272728,0,0,0,0,0,0,0,0,0.11363636363636363,0,0.5454545454545454,0,0,0,0.045454545454545456,0.20454545454545456
Parabacteroides_merdae,0,0,0.11685393258426967,0,0.0022471910112359553,0,0.27640449438202247,0.015730337078651686,0,0,0,0,0.006741573033707865,0.9910112359550561,0.033707865168539325,0.008988764044943821,0,0,0.008988764044943821,0,0,0.9842696629213483,0,0,0,0,0,0.011235955056179775,0,0,0,0.1348314606741573,0,0,0,0.008988764044943821,0,0,0.22247191011235956,0,0.6921348314606741,0.06741573033707865,0,0,0.0044943820224719105,0.21123595505617979,0,0.0044943820224719105,0.09213483146067415,0,0.9955056179775281,0,0,0,0.015730337078651686,0.011235955056179775,0.008988764044943821,0,0,0.029213483146067417,0.038202247191011236,0,0,0,0.25617977528089886,0,0,0.0022471910112359553,0.015730337078651686,0,0,0,0,0,0,0,0,0,0.15730337078651685,0,0.03146067415730337,0.1101123595505618,0,0.05393258426966292,0,0,0,0.1146067415730337,0.056179775280898875,0,0,0.056179775280898875,0.0044943820224719105,0.14606741573033707,0,0,0.008988764044943821,0,0.04719101123595506,0,0,0,0.0022471910112359553,0,0.15730337078651685,0.015730337078651686,0,0,0.029213483146067417,0,0,0,0,0.4449438202247191,0.0853932584269663,0,0,0,0.9797752808988764,0.006741573033707865,0.008988764044943821,0,0,0,0.008988764044943821,0,0,0.006741573033707865,0,0.503370786516854,0,0.5393258426966292,0.011235955056179775,0,0,0,0
Phocaeicola_massiliensis,0,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,0.21428571428571427,0,0,0,0,0,0,0,0.9285714285714286,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0.07142857142857142,0,0,0.21428571428571427,0.07142857142857142,0,0.07142857142857142,0,0,0.9285714285714286,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0,0.07142857142857142,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0.42857142857142855,0,0.9285714285714286,0,0,0,0,0
Phocaeicola_vulgatus,0,0,0.13218390804597702,0,0,0,0.11302681992337164,0.0019157088122605363,0,0,0,0,0.019157088122605363,0.11494252873563218,0.0038314176245210726,0.009578544061302681,0,0,0.009578544061302681,0,0,0.9942528735632183,0,0,0.11494252873563218,0,0,0.013409961685823755,0,0,0,0.04980842911877394,0.0019157088122605363,0,0,0.0019157088122605363,0,0,0.3773946360153257,0,0.21455938697318008,0.09386973180076628,0,0,0.02681992337164751,0.2777777777777778,0,0.0038314176245210726,0.07471264367816093,0,0.9942528735632183,0,0,0,0.0210727969348659,0.01532567049808429,0.007662835249042145,0,0,0.08620689655172414,0.017241379310344827,0,0,0,0.08812260536398467,0,0.032567049808429116,0.007662835249042145,0.009578544061302681,0,0,0,0.013409961685823755,0.0019157088122605363,0,0,0,0.007662835249042145,0.13984674329501914,0,0.04980842911877394,0.08620689655172414,0,0.1896551724137931,0,0,0,0.07471264367816093,0.14942528735632185,0.005747126436781609,0,0.0210727969348659,0.007662835249042145,0.41379310344827586,0.08237547892720307,0,0.0210727969348659,0,0.040229885057471264,0,0,0,0.03065134099616858,0,0.12643678160919541,0,0,0,0.16475095785440613,0.0019157088122605363,0,0,0,0.32950191570881227,0.034482758620689655,0,0,0,0.8888888888888888,0.06130268199233716,0.3103448275862069,0,0,0,0.0019157088122605363,0,0,0.25862068965517243,0,0.7816091954022989,0,0.6628352490421456,0.0038314176245210726,0,0,0.0421455938697318,0.4425287356321839
Bacteroides_cellulosilyticus,0,0,0.08415841584158416,0,0.0049504950495049506,0,0.13366336633663367,0.0049504950495049506,0,0,0,0.0594059405940594,0.0049504950495049506,0.24752475247524752,0.0049504950495049506,0,0,0,0,0,0,0.9504950495049505,0,0,0.0891089108910891,0,0,0.06930693069306931,0,0,0,0.08415841584158416,0.0049504950495049506,0,0,0,0,0,0.2871287128712871,0,0.6237623762376238,0.3415841584158416,0,0,0.039603960396039604,0.29207920792079206,0,0.21782178217821782,0.1188118811881188,0,0.9801980198019802,0,0,0,0.01485148514851485,0,0,0,0,0.16336633663366337,0.06435643564356436,0,0,0.024752475247524754,0.034653465346534656,0,0.0049504950495049506,0,0.12376237623762376,0,0,0,0,0.024752475247524754,0.06930693069306931,0,0,0,0.06930693069306931,0,0.21287128712871287,0.024752475247524754,0,0.10396039603960396,0,0,0,0.039603960396039604,0.15346534653465346,0.009900990099009901,0,0.01485148514851485,0.009900990099009901,0.18811881188118812,0.054455445544554455,0,0,0,0.0049504950495049506,0,0,0,0.06435643564356436,0,0.12376237623762376,0.01485148514851485,0,0,0.24257425742574257,0,0,0,0,0.034653465346534656,0.10891089108910891,0,0,0,0,0,0.0297029702970297,0,0,0,0.054455445544554455,0,0,0,0,0.15841584158415842,0,0.49504950495049505,0.04455445544554455,0,0,0,0
Bacteroides_intestinalis,0,0,0.027777777777777776,0,0,0,0.8888888888888888,0.08333333333333333,0,0,0,0,0.05555555555555555,0,0,0.05555555555555555,0,0,0,0,0,1.0,0,0,0.16666666666666666,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0.2222222222222222,0.16666666666666666,0,0,0,0.05555555555555555,0,0.05555555555555555,0,0,1.0,0,0,0,0,0.027777777777777776,0,0,0,0.027777777777777776,0.08333333333333333,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0.19444444444444445,0,0.1111111111111111,0,0,0.2777777777777778,0,0,0,0.08333333333333333,0.05555555555555555,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.19444444444444445,0,0,0,0,0.2777777777777778,0.1388888888888889,0,0,0,0,0,0.027777777777777776,0,0,0,0.027777777777777776,0,0,0,0,0.1388888888888889,0,0.1111111111111111,0.027777777777777776,0,0,0,0.4722222222222222
Bacteroides_clarus,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0,0.9473684210526315,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,0.10526315789473684,0.15789473684210525,0,0,0.15789473684210525,0.15789473684210525,0,0.05263157894736842,0.05263157894736842,0,0.9473684210526315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.05263157894736842,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.10526315789473684,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0.47368421052631576,0.05263157894736842,0,0,0,0,0,0.10526315789473684,0,0,0,0.05263157894736842,0,0,0,0,0.05263157894736842,0,0.05263157894736842,0.10526315789473684,0,0,0,0
Bacteroides_stercoris,0,0,0.05714285714285714,0,0,0,0.04285714285714286,0.02857142857142857,0,0,0,0,0.014285714285714285,0.4142857142857143,0.014285714285714285,0.014285714285714285,0,0,0.014285714285714285,0,0,1.0,0,0,0,0,0,0.08571428571428572,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0.08571428571428572,0,0,0.02857142857142857,0.12857142857142856,0,0,0.05714285714285714,0,1.0,0,0,0.08571428571428572,0,0.07142857142857142,0,0,0,0.3142857142857143,0,0,0,0,0.08571428571428572,0,0.014285714285714285,0,0.44285714285714284,0,0,0,0,0,0,0.02857142857142857,0,0,0.1,0,0.04285714285714286,0.07142857142857142,0,0.07142857142857142,0,0,0,0.05714285714285714,0.02857142857142857,0,0,0,0,0.15714285714285714,0,0,0,0.22857142857142856,0.04285714285714286,0,0,0,0.02857142857142857,0,0.12857142857142856,0.02857142857142857,0,0,0.12857142857142856,0,0,0,0,0.34285714285714286,0.4,0,0,0,0,0,0.04285714285714286,0,0,0,0.014285714285714285,0,0,0,0,0.37142857142857144,0,0,0,0,0,0,0.08571428571428572
Bacteroides_eggerthii,0,0,0.19230769230769232,0,0,0,0,0,0,0,0,0,0,0.1346153846153846,0.057692307692307696,0.019230769230769232,0,0,0.038461538461538464,0,0,0.8846153846153846,0.07692307692307693,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,0,0,0,0,0.09615384615384616,0,0.17307692307692307,0.11538461538461539,0,0,0,0.07692307692307693,0,0,0.1346153846153846,0,0.9807692307692307,0,0,0,0,0.038461538461538464,0,0,0,0.019230769230769232,0,0,0,0,0.057692307692307696,0,0,0,0.038461538461538464,0,0,0,0,0,0,0,0,0,0.17307692307692307,0,0,0.019230769230769232,0,0.038461538461538464,0,0,0,0.07692307692307693,0.057692307692307696,0,0,0,0,0.19230769230769232,0,0,0.038461538461538464,0,0.038461538461538464,0,0,0,0,0,0,0.019230769230769232,0,0,0.019230769230769232,0,0,0,0,0.2692307692307692,0.038461538461538464,0,0.019230769230769232,0,0,0,0.038461538461538464,0,0,0,0,0,0,0,0,0.5769230769230769,0,0.7692307692307693,0.07692307692307693,0,0,0,0
Bacteroides_uniformis,0,0,0.2094240837696335,0,0,0,0.08167539267015707,0.0020942408376963353,0,0,0,0.0020942408376963353,0.007329842931937173,0.12984293193717278,0.0031413612565445027,0.03664921465968586,0,0,0.0356020942408377,0,0,0.9905759162303664,0.01780104712041885,0,0.012565445026178011,0,0,0.04712041884816754,0,0,0,0.048167539267015703,0.019895287958115182,0,0,0.0031413612565445027,0,0,0.24397905759162303,0,0.4293193717277487,0.14659685863874344,0,0,0.005235602094240838,0.20523560209424083,0,0.014659685863874346,0.01780104712041885,0,0.9780104712041885,0,0,0,0.008376963350785341,0.015706806282722512,0.023036649214659685,0,0,0.030366492146596858,0.013612565445026177,0,0,0.0010471204188481676,0.09005235602094241,0,0.020942408376963352,0,0.0010471204188481676,0,0,0,0.0020942408376963353,0.0010471204188481676,0,0.0356020942408377,0,0.009424083769633508,0.09738219895287958,0,0.05759162303664921,0.05863874345549738,0,0.08900523560209424,0,0,0,0.08691099476439791,0.10890052356020942,0.0010471204188481676,0,0.015706806282722512,0.005235602094240838,0.08795811518324607,0,0,0.004188481675392671,0,0.09005235602094241,0,0,0,0.05130890052356021,0,0.09424083769633508,0,0,0,0.03455497382198953,0,0,0,0,0.32460732984293195,0.12041884816753927,0,0,0,0,0.013612565445026177,0.21465968586387435,0,0,0,0.14345549738219895,0,0,0,0.008376963350785341,0.2670157068062827,0,0.4513089005235602,0,0,0,0,0.0010471204188481676
